eraFlags, epochCount, epoch01, epoch02, epoch03, epoch04, epoch05, epoch06, epoch07, epoch08, epoch09, epoch10, epoch11, epoch12, epoch13, epoch14, epoch15,Sleep,Comments
6:07:30 am,15, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0,71%,
6:10:00 am,15, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0,61%,
6:12:30 am,15, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 6:3, 5:0,51%,
6:15:00 am,15, 1:0, 1:0, 6:3, 7:1, 5:0, 6:3, 6:3, 1:0, 1:0, 6:2, 6:2, 6:1, 6:1, 6:2, 6:2,41%,
6:17:30 am,15, 7:1, 7:0, 6:3, 5:0, 1:0, 1:0, 6:3, 5:0, 6:1, 6:3, 6:3, 6:2, 6:1, 5:0, 5:0,31%,
6:20:00 am,4, 1:0, 6:3, 6:3, 7:0, 0:0, 0:0, 0:0, 0:0, 0:0, 0:0, 0:0, 0:0, 0:0, 0:0, 0:0,23%,
6:22:30 am,4, 1:1, 6:4, 6:4, 7:1, 0:1, 0:1, 0:1, 0:1, 0:1, 0:1, 0:1, 0:1, 0:1, 0:1, 0:1,13%,
6:25:00 am,4, 1:2, 6:5, 6:5, 7:2, 0:2, 0:2, 0:2, 0:2, 0:2, 0:2, 0:2, 0:2, 0:2, 0:2, 0:2,3%,
6:27:30 am,4, 1:3, 6:6, 6:6, 7:3, 0:3, 0:3, 0:3, 0:3, 0:3, 0:3, 0:3, 0:3, 0:3, 0:3, 0:3,0%,
6:30:00 am,4, 1:4, 6:7, 6:7, 7:4, 0:4, 0:4, 0:4, 0:4, 0:4, 0:4, 0:4, 0:4, 0:4, 0:4, 0:4,0%,
6:32:30 am,4, 1:5, 6:8, 6:8, 7:5, 0:5, 0:5, 0:5, 0:5, 0:5, 0:5, 0:5, 0:5, 0:5, 0:5, 0:5,0%,
6:35:00 am,4, 1:6, 6:9, 6:9, 7:6, 0:6, 0:6, 0:6, 0:6, 0:6, 0:6, 0:6, 0:6, 0:6, 0:6, 0:6,0%,
6:37:30 am,4, 1:7, 6:10, 6:10, 7:7, 0:7, 0:7, 0:7, 0:7, 0:7, 0:7, 0:7, 0:7, 0:7, 0:7, 0:7,0%,
6:40:00 am,15, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0,0%,
6:42:30 am,15, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 7:0, 6:3, 5:0,0%,
6:45:00 am,15, 1:0, 1:0, 6:3, 7:1, 5:0, 6:3, 6:3, 1:0, 1:0, 6:2, 6:2, 6:1, 6:1, 6:2, 6:2,0%,
6:47:30 am,15, 7:1, 7:0, 6:3, 5:0, 1:0, 1:0, 6:3, 5:0, 6:1, 6:3, 6:3, 6:2, 6:1, 5:0, 5:0,0%,
6:50:00 am,4, 1:0, 6:3, 6:3, 7:0, 0:0, 0:0, 0:0, 0:0, 0:0, 0:0, 0:0, 0:0, 0:0, 0:0, 0:0,0%,
6:52:30 am,4, 1:1, 6:4, 6:4, 7:1, 0:1, 0:1, 0:1, 0:1, 0:1, 0:1, 0:1, 0:1, 0:1, 0:1, 0:1,0%,
6:55:00 am,4, 1:2, 6:5, 6:5, 7:2, 0:2, 0:2, 0:2, 0:2, 0:2, 0:2, 0:2, 0:2, 0:2, 0:2, 0:2,0%,
6:57:30 am,4, 1:3, 6:6, 6:6, 7:3, 0:3, 0:3, 0:3, 0:3, 0:3, 0:3, 0:3, 0:3, 0:3, 0:3, 0:3,0%,
7:00:00 am,4, 1:4, 6:7, 6:7, 7:4, 0:4, 0:4, 0:4, 0:4, 0:4, 0:4, 0:4, 0:4, 0:4, 0:4, 0:4,0%,
7:02:30 am,4, 1:5, 6:8, 6:8, 7:5, 0:5, 0:5, 0:5, 0:5, 0:5, 0:5, 0:5, 0:5, 0:5, 0:5, 0:5,0%,
7:05:00 am,4, 1:6, 6:9, 6:9, 7:6, 0:6, 0:6, 0:6, 0:6, 0:6, 0:6, 0:6, 0:6, 0:6, 0:6, 0:6,0%,
7:07:30 am,4, 1:7, 6:10, 6:10, 7:7, 0:7, 0:7, 0:7, 0:7, 0:7, 0:7, 0:7, 0:7, 0:7, 0:7, 0:7,0%,
